1347242308
34870
339,30,Surfaces\男物品\秘制造化丹.dds
340,24,Surfaces\男物品\鱼类.dds
341,30,Surfaces\男物品\粗糙的石头.dds
342,26,Surfaces\男物品\小块肉.dds
343,26,Surfaces\男物品\厚书册.dds
344,30,Surfaces\男物品\破损的旧书.dds
345,28,Surfaces\男物品\狗皮膏药.dds
346,30,Surfaces\男物品\秘制归神散.dds
347,26,Surfaces\男物品\稻草人.dds
348,26,Surfaces\男物品\黑丝线.dds
349,24,Surfaces\男物品\金币.dds
350,26,Surfaces\男物品\老白汾.dds
351,28,Surfaces\男物品\高级兽筋.dds
352,26,Surfaces\男物品\马奶酒.dds
353,62,Models\Players\装备\鬼王宗男\10级鬼王宗甲男\10级鬼王宗甲男.SKI
354,62,Models\Players\装备\鬼王宗女\10级鬼王宗甲女\10级鬼王宗甲女.SKI
355,62,Models\Players\装备\鬼王宗男\10级鬼王宗靴男\10级鬼王宗靴男.SKI
356,62,Models\Players\装备\鬼王宗女\10级鬼王宗靴女\10级鬼王宗靴女.SKI
357,62,Models\Players\装备\合欢派男\10级合欢派靴男\10级合欢派靴男.SKI
358,62,Models\Players\装备\合欢派女\10级合欢派靴女\10级合欢派靴女.SKI
359,62,Models\Players\装备\青云门男\10级青云门鞋男\10级青云门鞋男.SKI
360,62,Models\Players\装备\青云门女\10级青云门鞋女\10级青云门鞋女.SKI
361,62,Models\Players\装备\天音寺男\10级天音寺鞋男\10级天音寺鞋男.SKI
362,62,Models\Players\装备\天音寺女\10级天音寺鞋女\10级天音寺鞋女.SKI
363,62,Models\Players\装备\合欢派男\10级合欢派甲男\10级合欢派甲男.SKI
364,62,Models\Players\装备\合欢派女\10级合欢派甲女\10级合欢派甲女.SKI
365,62,Models\Players\装备\青云门男\10级青云门袍男\10级青云门袍男.SKI
366,62,Models\Players\装备\青云门女\10级青云门袍女\10级青云门袍女.SKI
367,62,Models\Players\装备\天音寺男\10级天音寺袍男\10级天音寺袍男.SKI
368,62,Models\Players\装备\天音寺女\10级天音寺袍女\10级天音寺袍女.SKI
369,43,Models\Weapons\刀\10级战士刀\10级战士刀.ecm
370,43,Models\Weapons\刀\20级战士刀\20级战士刀.ecm
371,47,Models\Weapons\日月轮\10级刺客轮\10级刺客轮.ecm
372,43,Models\Weapons\剑\10级法师剑\10级法师剑.ecm
373,49,Models\Weapons\法杖\10级牧师法杖\10级牧师法杖.ecm
374,34,Models\NPCs\NPCs\透明怪\透明怪.ecm
375,39,Models\NPCs\怪物\爬虫\大黑蛭\大黑蛭.ecm
376,37,Models\NPCs\怪物\爬虫\海蟹\铁背蟹.ecm
377,37,Models\NPCs\怪物\爬虫\海蟹\横行蟹.ecm
378,35,Models\NPCs\怪物\爬虫\蝴蝶\蝴蝶.ecm
379,41,Models\NPCs\怪物\爬虫\蚂蚁\狂暴猛毒蚁.ecm
380,35,Models\NPCs\怪物\爬虫\青蛙\青蛙.ecm
381,35,Models\NPCs\怪物\爬虫\青蛙\蛙王.ecm
382,39,Models\NPCs\怪物\爬虫\蜘蛛\狂暴毒蛛.ecm
383,38,Models\NPCs\怪物\人形\剑\剑魔\剑魔.ecm
384,38,Models\NPCs\怪物\人形\剑\剑奴\剑奴.ecm
385,46,Models\NPCs\怪物\人形\剑\狂暴剑魔\狂暴剑魔.ecm
386,43,Models\NPCs\怪物\人形\邪教男\练血堂帮众.ecm
387,43,Models\NPCs\怪物\人形\邪教男\练血堂头目.ecm
388,43,Models\NPCs\怪物\人形\邪教男\神火教护法.ecm
389,43,Models\NPCs\怪物\人形\邪教男\神火教长老.ecm
390,43,Models\NPCs\怪物\兽人\蛮人\狂暴蛮荒巨人.ecm
391,39,Models\NPCs\怪物\兽人\蛮人\蛮荒斗士.ecm
392,39,Models\NPCs\怪物\兽人\蛮人\蛮荒巨人.ecm
393,39,Models\NPCs\怪物\兽人\蛮人\蛮荒神巫.ecm
394,41,Models\NPCs\怪物\兽人\蛮人\远古犀甲人.ecm
395,43,Models\NPCs\怪物\兽人\蛮人\远古犀甲勇士.ecm
396,35,Models\NPCs\怪物\兽人\鸦人\凶鸦.ecm
397,35,Models\NPCs\怪物\兽人\鸦人\鸦人.ecm
398,39,Models\NPCs\怪物\兽人\鱼人\狂暴鱼人.ecm
399,41,Models\NPCs\怪物\亡灵\骷髅兵\骷髅魔兵.ecm
400,41,Models\NPCs\怪物\亡灵\骷髅兵\骷髅射手.ecm
401,41,Models\NPCs\怪物\亡灵\骷髅兵\骷髅将军.ecm
402,45,Models\NPCs\怪物\亡灵\骷髅兵\狂暴骷髅射手.ecm
403,39,Models\NPCs\怪物\野兽\鳄鱼\狂暴巨鳄.ecm
404,39,Models\NPCs\怪物\野兽\鳄鱼\死泽巨鳄.ecm
405,39,Models\NPCs\怪物\野兽\鳄鱼\死泽铁鳄.ecm
406,39,Models\NPCs\怪物\野兽\狐妖\三尾妖狐.ecm
407,37,Models\NPCs\怪物\野兽\狼\狂暴野狼.ecm
408,33,Models\NPCs\怪物\野兽\鸟\焰灵.ecm
409,33,Models\NPCs\怪物\野兽\鸟\焰魔.ecm
410,37,Models\NPCs\怪物\野兽\鸟\狂暴焰灵.ecm
411,39,Models\NPCs\怪物\野兽\熊怪\黑塔守卫.ecm
412,39,Models\NPCs\怪物\野兽\熊怪\黑塔巫妖.ecm
413,39,Models\NPCs\怪物\野兽\熊怪\黑熊兽妖.ecm
414,43,Models\NPCs\怪物\野兽\熊怪\狂暴黑塔守卫.ecm
415,43,Models\NPCs\怪物\野兽\熊怪\狂暴黑塔巫妖.ecm
416,35,Models\NPCs\怪物\野兽\熊怪\魔山.ecm
417,39,Models\NPCs\怪物\野兽\熊怪\咆哮之王.ecm
418,39,Models\NPCs\怪物\野兽\熊怪\熊人守卫.ecm
419,43,Models\NPCs\怪物\野兽\妖蛇\狂暴白骨妖蛇.ecm
420,39,Models\NPCs\怪物\元素\岩魔\熔岩之王.ecm
421,35,Models\NPCs\怪物\植物\花魅\花魅.ecm
422,39,Models\NPCs\怪物\植物\树妖\死泽树妖.ecm
423,39,Models\NPCs\怪物\爬虫\毒蜂\毒血飞芒.ecm
424,39,Models\NPCs\怪物\爬虫\毒蜂\万虫之母.ecm
425,43,Models\NPCs\怪物\爬虫\蛮荒蚁人\蛮荒蚁人.ecm
426,43,Models\NPCs\怪物\爬虫\蛮荒蚁人\蛮荒蚁王.ecm
427,39,Models\NPCs\怪物\人形\人怪\流波海贼.ecm
428,39,Models\NPCs\怪物\人形\人怪\流波海盗.ecm
429,39,Models\NPCs\怪物\人形\妖僧\红云妖僧.ecm
430,39,Models\NPCs\怪物\兽人\鱼人\死泽鱼妖.ecm
431,39,Models\NPCs\怪物\兽人\鱼人\死泽鱼人.ecm
432,37,Models\NPCs\怪物\野兽\狼\炽焰狼王.ecm
433,37,Models\NPCs\怪物\野兽\狼\炽焰凶狼.ecm
434,35,Models\NPCs\怪物\兽人\妖兽\血狮.ecm
435,35,Models\NPCs\怪物\兽人\妖兽\妖兽.bon
436,58,Models\NPCs\怪物\人形\邪教女\狂暴神火教众\狂暴神火教众.ecm
437,50,Models\NPCs\怪物\人形\邪教女\炼血死士\炼血死士.ecm
438,54,Models\NPCs\怪物\人形\邪教女\神火教弟子\神火教弟子.ecm
439,50,Models\NPCs\怪物\人形\邪教女\神火教主\神火教主.ecm
440,26,Surfaces\男物品\英雄令.dds
441,61,Models\Players\装备\1级新手衣服男\1级新手鞋男\1级新手鞋男.SKI
442,61,Models\Players\装备\1级新手衣服女\1级新手鞋女\1级新手鞋女.SKI
443,65,Models\Players\装备\1级新手衣服男\1级新手衣服男\1级新手衣服男.SKI
444,65,Models\Players\装备\1级新手衣服女\1级新手衣服女\1级新手衣服女.SKI
445,26,Surfaces\男物品\紫璇珠.dds
446,26,Surfaces\男物品\八卦炉.dds
447,26,Surfaces\男物品\白魄珠.dds
448,24,Surfaces\男物品\白珠.dds
449,26,Surfaces\男物品\保留符.dds
450,28,Surfaces\男物品\补天奇石.dds
451,26,Surfaces\男物品\不死草.dds
452,26,Surfaces\男物品\苍穹珠.dds
453,26,Surfaces\男物品\蛇衔草.dds
454,29,Surfaces\男物品\魔魂石4级.dds
455,26,Surfaces\男物品\周易符.dds
456,26,Surfaces\男物品\指星木.dds
457,24,Surfaces\男物品\珍珠.dds
458,26,Surfaces\男物品\银矿石.dds
459,26,Surfaces\男物品\夜明珠.dds
460,26,Surfaces\男物品\夜光珠.dds
461,28,Surfaces\男物品\瑶池仙酒.dds
462,24,Surfaces\男物品\璇玉.dds
463,26,Surfaces\男物品\玄火珠.dds
464,28,Surfaces\男物品\五色珍铁.dds
465,26,Surfaces\男物品\五方炉.dds
466,28,Surfaces\男物品\乌金矿石.dds
467,30,Surfaces\男物品\完美造化丹.dds
468,30,Surfaces\男物品\完美小黄丹.dds
469,30,Surfaces\男物品\完美还神散.dds
470,30,Surfaces\男物品\完美归神散.dds
471,30,Surfaces\男物品\完美大黄丹.dds
472,30,Surfaces\男物品\完美长生果.dds
473,26,Surfaces\男物品\铜矿石.dds
474,26,Surfaces\男物品\铁矿石.dds
475,26,Surfaces\男物品\天元珠.dds
476,24,Surfaces\男物品\天瑜.dds
477,26,Surfaces\男物品\天宫莲.dds
478,30,Surfaces\男物品\特级造化丹.dds
479,30,Surfaces\男物品\特级小黄丹.dds
480,30,Surfaces\男物品\特级还神散.dds
481,30,Surfaces\男物品\特级归神散.dds
482,30,Surfaces\男物品\特级大黄丹.dds
483,30,Surfaces\男物品\特级长生果.dds
484,24,Surfaces\男物品\素纱.dds
485,26,Surfaces\男物品\四时炉.dds
486,24,Surfaces\男物品\水珠.dds
487,24,Surfaces\男物品\水玉.dds
488,24,Surfaces\男物品\水碧.dds
489,26,Surfaces\男物品\软香绫.dds
490,26,Surfaces\男物品\人元珠.dds
491,26,Surfaces\男物品\清水珠.dds
492,24,Surfaces\男物品\清碧.dds
493,26,Surfaces\男物品\青灵珠.dds
494,26,Surfaces\男物品\乾坤炉.dds
495,24,Surfaces\男物品\泣珠.dds
496,26,Surfaces\男物品\凝风珠.dds
497,24,Surfaces\男物品\芒草.dds
498,28,Surfaces\男物品\灵寿木-2.dds
499,26,Surfaces\男物品\九穗禾.dds
500,30,Surfaces\男物品\精制造化丹.dds
